step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
140,C5267,6,F,28007,M5267,28007,es_transportation,160.66735504780348,0
16,C5268,5,E,28007,M5268,28007,es_home,112.14065082534708,0
72,C5269,2,F,28007,M5269,28007,es_sportsandtoys,357.40944322320433,0
177,C5270,0,M,28007,M5270,28007,es_home,131.07952950206476,0
68,C5271,6,F,28007,M5271,28007,es_hyper,411.0997205777622,0
54,C5272,4,U,28007,M5272,28007,es_hotelservices,319.38515799062134,0
143,C5273,4,U,28007,M5273,28007,es_transportation,425.54672787685377,0
67,C5274,5,E,28007,M5274,28007,es_home,447.32638203593643,0
153,C5275,3,M,28007,M5275,28007,es_fashion,40.41393719365616,0
68,C5276,4,U,28007,M5276,28007,es_sportsandtoys,405.4544630135294,0
31,C5277,1,E,28007,M5277,28007,es_fashion,294.66698618276746,0
8,C5278,5,F,28007,M5278,28007,es_contents,488.43064824583405,0
165,C5279,5,U,28007,M5279,28007,es_transportation,417.9275746568689,0
34,C5280,1,U,28007,M5280,28007,es_food,139.3515618404272,0
97,C5281,1,E,28007,M5281,28007,es_fashion,255.20227837296773,0
164,C5282,5,F,28007,M5282,28007,es_transportation,274.18686413516895,0
51,C5283,6,F,28007,M5283,28007,es_food,382.7026987614281,0
76,C5284,6,F,28007,M5284,28007,es_travel,449.5714024475635,0
161,C5285,1,E,28007,M5285,28007,es_wellnessandbeauty,40.18763564409789,0
19,C5286,6,M,28007,M5286,28007,es_transportation,181.42827305296456,0
84,C5287,4,U,28007,M5287,28007,es_hyper,254.94390834044327,0
139,C5288,3,M,28007,M5288,28007,es_wellnessandbeauty,222.8004113057035,0
152,C5289,1,F,28007,M5289,28007,es_home,40.75640644573553,0
113,C5290,5,E,28007,M5290,28007,es_health,304.18327578496456,0
70,C5291,4,M,28007,M5291,28007,es_leisure,493.9417391601894,0
41,C5292,6,M,28007,M5292,28007,es_food,353.1721025591392,0
65,C5293,0,F,28007,M5293,28007,es_wellnessandbeauty,36.383988288449295,0
86,C5294,0,M,28007,M5294,28007,es_transportation,422.45552983558304,0
49,C5295,2,M,28007,M5295,28007,es_tech,288.65895898788926,0
32,C5296,1,M,28007,M5296,28007,es_fashion,321.8572264389822,0
68,C5297,6,U,28007,M5297,28007,es_tech,267.51970836457326,0
143,C5298,5,E,28007,M5298,28007,es_travel,148.9844346713143,0
127,C5299,0,E,28007,M5299,28007,es_fashion,137.62998849564346,0
127,C5300,1,M,28007,M5300,28007,es_barsandrestaurants,78.62889867468093,0
82,C5301,5,F,28007,M5301,28007,es_sportsandtoys,235.3495831839823,0
56,C5302,2,E,28007,M5302,28007,es_health,302.0044852832309,0
173,C5303,0,F,28007,M5303,28007,es_hyper,343.0918517619357,0
118,C5304,0,E,28007,M5304,28007,es_sportsandtoys,147.2998487002481,0
20,C5305,3,U,28007,M5305,28007,es_barsandrestaurants,293.32907914714866,0
150,C5306,6,M,28007,M5306,28007,es_otherservices,341.184462109369,0
101,C5307,6,E,28007,M5307,28007,es_sportsandtoys,397.5873294793684,0
0,C5308,6,F,28007,M5308,28007,es_barsandrestaurants,97.59523298352806,0
119,C5309,0,F,28007,M5309,28007,es_transportation,171.5331128815819,0
87,C5310,4,U,28007,M5310,28007,es_transportation,360.39806348924566,0
179,C5311,3,M,28007,M5311,28007,es_health,279.6072608507979,0
71,C5312,1,M,28007,M5312,28007,es_transportation,233.25224154713382,0
122,C5313,6,E,28007,M5313,28007,es_health,171.587351472201,0
25,C5314,1,E,28007,M5314,28007,es_contents,299.3862475961889,0
1,C5315,3,U,28007,M5315,28007,es_tech,172.57389171943112,0
177,C5316,3,F,28007,M5316,28007,es_food,268.9519758949065,0
5,C5317,6,M,28007,M5317,28007,es_leisure,183.13165303672992,0
111,C5318,2,U,28007,M5318,28007,es_food,438.146106219657,0
146,C5319,5,M,28007,M5319,28007,es_home,266.1070442251931,0
171,C5320,4,U,28007,M5320,28007,es_leisure,412.0696439437952,0
167,C5321,1,E,28007,M5321,28007,es_sportsandtoys,475.2034624360207,0
145,C5322,5,E,28007,M5322,28007,es_travel,132.280395170339,0
140,C5323,5,M,28007,M5323,28007,es_contents,488.0053256986318,0
88,C5324,0,F,28007,M5324,28007,es_food,245.45677761845408,0
106,C5325,4,M,28007,M5325,28007,es_sportsandtoys,183.94999834714025,0
117,C5326,5,F,28007,M5326,28007,es_transportation,441.4149838307345,0
64,C5327,1,E,28007,M5327,28007,es_otherservices,312.60665790541503,0
69,C5328,3,E,28007,M5328,28007,es_home,112.70610319909314,0
125,C5329,6,F,28007,M5329,28007,es_food,186.57525779911956,0
89,C5330,3,M,28007,M5330,28007,es_barsandrestaurants,445.3785461720968,0
125,C5331,4,E,28007,M5331,28007,es_otherservices,282.459222225269,0
10,C5332,4,E,28007,M5332,28007,es_health,275.11251545840673,0
169,C5333,4,F,28007,M5333,28007,es_contents,126.01609495393224,0
11,C5334,0,F,28007,M5334,28007,es_wellnessandbeauty,411.40395723702096,0
165,C5335,0,E,28007,M5335,28007,es_fashion,303.40317703337945,0
92,C5336,2,F,28007,M5336,28007,es_hyper,381.00642662229177,0
79,C5337,6,E,28007,M5337,28007,es_hyper,212.38579318214067,0
66,C5338,3,E,28007,M5338,28007,es_tech,33.202210471732215,0
67,C5339,5,E,28007,M5339,28007,es_tech,446.297096903968,0
24,C5340,4,E,28007,M5340,28007,es_leisure,75.21340610962068,0
50,C5341,3,F,28007,M5341,28007,es_sportsandtoys,498.1603936862842,0
8,C5342,1,E,28007,M5342,28007,es_contents,89.25791221813334,0
105,C5343,0,F,28007,M5343,28007,es_otherservices,408.5785573753933,0
156,C5344,0,F,28007,M5344,28007,es_barsandrestaurants,189.6523740614036,0
34,C5345,5,E,28007,M5345,28007,es_sportsandtoys,469.8498318380181,0
140,C5346,2,U,28007,M5346,28007,es_food,412.22292253730166,0
97,C5347,3,M,28007,M5347,28007,es_sportsandtoys,374.4188351374244,0
97,C5348,2,U,28007,M5348,28007,es_tech,136.01265862612382,0
17,C5349,1,E,28007,M5349,28007,es_otherservices,160.85420764259612,0
45,C5350,5,E,28007,M5350,28007,es_transportation,218.362735998813,0
178,C5351,0,F,28007,M5351,28007,es_home,403.5998333498926,0
14,C5352,2,F,28007,M5352,28007,es_fashion,238.62262120082428,0
137,C5353,0,F,28007,M5353,28007,es_sportsandtoys,483.1575439345569,0
40,C5354,2,E,28007,M5354,28007,es_transportation,338.1845749315569,0
84,C5355,6,M,28007,M5355,28007,es_travel,185.3644220901674,0
15,C5356,5,E,28007,M5356,28007,es_sportsandtoys,310.4003162491097,0
132,C5357,4,M,28007,M5357,28007,es_hotelservices,495.54133986863457,0
174,C5358,3,U,28007,M5358,28007,es_food,62.21157323711163,0
116,C5359,3,M,28007,M5359,28007,es_fashion,285.25837902566855,0
85,C5360,4,E,28007,M5360,28007,es_otherservices,28.495681526178707,0
116,C5361,1,U,28007,M5361,28007,es_transportation,67.1536744817372,0
174,C5362,5,M,28007,M5362,28007,es_fashion,366.22965148185955,0
14,C5363,1,F,28007,M5363,28007,es_fashion,355.65323128744285,0
126,C5364,0,U,28007,M5364,28007,es_leisure,157.22915507848379,0
179,C5365,1,E,28007,M5365,28007,es_hotelservices,324.24783104997516,0
26,C5366,3,F,28007,M5366,28007,es_otherservices,255.15312107664883,0
113,C5367,1,M,28007,M5367,28007,es_travel,311.7521652217079,0
107,C5368,4,F,28007,M5368,28007,es_home,143.68508693370728,0
118,C5369,0,E,28007,M5369,28007,es_wellnessandbeauty,216.6131415869739,0
31,C5370,4,F,28007,M5370,28007,es_barsandrestaurants,75.27140741009525,0
72,C5371,3,M,28007,M5371,28007,es_fashion,65.18730977869785,0
87,C5372,1,E,28007,M5372,28007,es_food,180.2793114935597,0
4,C5373,6,F,28007,M5373,28007,es_health,224.1622257094505,0
17,C5374,5,U,28007,M5374,28007,es_health,260.83532154556303,0
137,C5375,1,E,28007,M5375,28007,es_barsandrestaurants,275.32495765440433,0
36,C5376,3,M,28007,M5376,28007,es_travel,371.7486230736734,0
8,C5377,4,E,28007,M5377,28007,es_health,456.2168199963303,0
113,C5378,5,M,28007,M5378,28007,es_leisure,62.22903795157503,0
176,C5379,3,M,28007,M5379,28007,es_hyper,305.91288718981514,0
126,C5380,0,E,28007,M5380,28007,es_tech,250.75210055170234,0
168,C5381,1,U,28007,M5381,28007,es_contents,87.24985828268927,0
150,C5382,1,U,28007,M5382,28007,es_food,382.12372904361507,0
24,C5383,2,E,28007,M5383,28007,es_food,182.40732424619733,0
175,C5384,3,M,28007,M5384,28007,es_transportation,390.55632335246554,0
127,C5385,3,F,28007,M5385,28007,es_contents,131.3496465933232,0
3,C5386,0,M,28007,M5386,28007,es_hotelservices,196.68265470215368,0
9,C5387,3,F,28007,M5387,28007,es_transportation,435.57972626209033,0
31,C5388,4,E,28007,M5388,28007,es_health,351.1489265917158,0
102,C5389,0,E,28007,M5389,28007,es_sportsandtoys,429.7620165784266,0
22,C5390,5,M,28007,M5390,28007,es_health,242.75485387212947,0
18,C5391,5,U,28007,M5391,28007,es_hotelservices,250.15001913271922,0
121,C5392,6,M,28007,M5392,28007,es_transportation,74.19047004325502,0
177,C5393,4,E,28007,M5393,28007,es_travel,368.7819728025739,0
85,C5394,1,F,28007,M5394,28007,es_wellnessandbeauty,469.5279976238097,0
26,C5395,2,E,28007,M5395,28007,es_barsandrestaurants,193.4807777086186,0
114,C5396,6,M,28007,M5396,28007,es_hyper,437.96488814822817,0
126,C5397,5,U,28007,M5397,28007,es_sportsandtoys,192.1035848181269,0
104,C5398,0,E,28007,M5398,28007,es_health,245.28796053780627,0
172,C5399,4,U,28007,M5399,28007,es_health,265.4826638361165,0
104,C5400,2,U,28007,M5400,28007,es_hyper,228.0842769694556,0
67,C5401,2,U,28007,M5401,28007,es_otherservices,364.52533851859914,0
51,C5402,1,M,28007,M5402,28007,es_contents,153.6645661420446,0
97,C5403,1,F,28007,M5403,28007,es_sportsandtoys,362.32513316227573,0
7,C5404,1,U,28007,M5404,28007,es_home,209.38364676071592,0
144,C5405,3,F,28007,M5405,28007,es_fashion,160.7113357680305,0
145,C5406,4,U,28007,M5406,28007,es_otherservices,155.6550295512646,0
86,C5407,6,M,28007,M5407,28007,es_home,444.46631066959424,0
142,C5408,6,U,28007,M5408,28007,es_sportsandtoys,336.7024092869061,0
179,C5409,4,U,28007,M5409,28007,es_food,53.682058516650585,0
2,C5410,1,M,28007,M5410,28007,es_tech,434.3165633372078,0
142,C5411,1,F,28007,M5411,28007,es_contents,478.622784690021,0
64,C5412,0,F,28007,M5412,28007,es_contents,429.00990242216164,0
127,C5413,4,U,28007,M5413,28007,es_home,324.3326399175229,0
83,C5414,0,E,28007,M5414,28007,es_hyper,280.55228792844923,0
168,C5415,1,U,28007,M5415,28007,es_hyper,91.277431066778,0
124,C5416,1,M,28007,M5416,28007,es_tech,261.92657840795306,0
75,C5417,0,U,28007,M5417,28007,es_barsandrestaurants,397.40157270987675,0
57,C5418,1,E,28007,M5418,28007,es_otherservices,107.94803964984024,0
123,C5419,2,E,28007,M5419,28007,es_home,5.277559691792055,0
133,C5420,3,F,28007,M5420,28007,es_barsandrestaurants,495.9695276563054,0
41,C5421,5,F,28007,M5421,28007,es_hyper,250.02847064466727,0
93,C5422,2,M,28007,M5422,28007,es_hyper,221.67826689702298,0
8,C5423,3,M,28007,M5423,28007,es_food,240.0036060659224,0
101,C5424,4,U,28007,M5424,28007,es_hyper,235.61359571058316,0
141,C5425,6,U,28007,M5425,28007,es_hotelservices,211.0689868442257,0
149,C5426,6,E,28007,M5426,28007,es_fashion,51.287471769502105,0
114,C5427,5,U,28007,M5427,28007,es_health,292.6761926540163,0
112,C5428,4,M,28007,M5428,28007,es_hyper,58.551817650097036,0
44,C5429,0,F,28007,M5429,28007,es_sportsandtoys,373.1802362999879,0
129,C5430,1,E,28007,M5430,28007,es_otherservices,407.6648358533763,0
44,C5431,5,F,28007,M5431,28007,es_food,9.296443661071851,0
163,C5432,2,U,28007,M5432,28007,es_otherservices,413.51367372089567,0
71,C5433,0,F,28007,M5433,28007,es_health,443.45432241857833,0
24,C5434,3,E,28007,M5434,28007,es_home,229.44105065159997,0
13,C5435,4,F,28007,M5435,28007,es_leisure,459.3859399832419,0
32,C5436,0,M,28007,M5436,28007,es_hyper,377.33442390584827,0
3,C5437,1,F,28007,M5437,28007,es_transportation,75.41967318108661,0
1,C5438,5,U,28007,M5438,28007,es_sportsandtoys,329.75204032730846,0
167,C5439,0,F,28007,M5439,28007,es_hyper,314.7373834554655,0
79,C5440,2,U,28007,M5440,28007,es_food,210.4831514151675,0
8,C5441,5,M,28007,M5441,28007,es_barsandrestaurants,128.78510819027233,0
175,C5442,2,F,28007,M5442,28007,es_fashion,219.20862584018124,0
90,C5443,3,F,28007,M5443,28007,es_sportsandtoys,267.6781053588207,0
15,C5444,4,U,28007,M5444,28007,es_wellnessandbeauty,211.01647622387176,1
36,C5445,3,U,28007,M5445,28007,es_barsandrestaurants,199.32704111139887,0
150,C5446,3,F,28007,M5446,28007,es_hyper,206.16996572234513,0
132,C5447,5,U,28007,M5447,28007,es_food,403.67511714816203,0
108,C5448,4,U,28007,M5448,28007,es_health,347.386079653514,0
138,C5449,2,M,28007,M5449,28007,es_wellnessandbeauty,258.7413272294032,0
27,C5450,2,E,28007,M5450,28007,es_health,459.10313487036694,0
42,C5451,0,F,28007,M5451,28007,es_leisure,273.78758284501794,0
44,C5452,0,M,28007,M5452,28007,es_barsandrestaurants,497.001053878487,0
132,C5453,1,F,28007,M5453,28007,es_travel,169.48333585612323,0
22,C5454,0,F,28007,M5454,28007,es_barsandrestaurants,424.5130692827385,0
109,C5455,4,U,28007,M5455,28007,es_home,63.24283363009614,0
2,C5456,5,M,28007,M5456,28007,es_tech,394.2069593980257,0
170,C5457,3,F,28007,M5457,28007,es_food,316.3152953841192,0
7,C5458,0,E,28007,M5458,28007,es_contents,489.1868144223651,0
39,C5459,0,E,28007,M5459,28007,es_hotelservices,452.9107399322519,0
110,C5460,1,F,28007,M5460,28007,es_wellnessandbeauty,415.39606897392684,0
104,C5461,4,U,28007,M5461,28007,es_travel,238.1050509559891,0
142,C5462,1,U,28007,M5462,28007,es_sportsandtoys,30.832382869819153,0
61,C5463,0,F,28007,M5463,28007,es_hotelservices,350.94562708668053,0
176,C5464,4,M,28007,M5464,28007,es_contents,141.8688970622788,0
78,C5465,1,F,28007,M5465,28007,es_wellnessandbeauty,175.0012058471843,0
161,C5466,4,M,28007,M5466,28007,es_health,40.84167549854206,0
144,C5467,4,M,28007,M5467,28007,es_wellnessandbeauty,275.305620084228,0
168,C5468,4,U,28007,M5468,28007,es_travel,85.73458416235563,0
3,C5469,3,F,28007,M5469,28007,es_food,409.8631858708283,0
109,C5470,6,U,28007,M5470,28007,es_travel,368.6605359835018,0
87,C5471,2,M,28007,M5471,28007,es_contents,312.0303226598751,0
166,C5472,0,E,28007,M5472,28007,es_home,327.4686851998306,0
56,C5473,3,F,28007,M5473,28007,es_contents,184.32247222609317,0
56,C5474,3,E,28007,M5474,28007,es_hyper,165.76471408794097,0
57,C5475,1,U,28007,M5475,28007,es_hyper,178.08850914017444,0
153,C5476,3,M,28007,M5476,28007,es_food,225.6644428488505,0
88,C5477,4,F,28007,M5477,28007,es_tech,206.0568810490948,0
136,C5478,3,U,28007,M5478,28007,es_health,19.468337081657793,0
26,C5479,1,E,28007,M5479,28007,es_hotelservices,319.7790458009317,0
158,C5480,3,M,28007,M5480,28007,es_leisure,405.7685886413045,1
63,C5481,4,E,28007,M5481,28007,es_health,243.6053993818642,0
68,C5482,6,M,28007,M5482,28007,es_hyper,201.5876058469208,0
49,C5483,5,U,28007,M5483,28007,es_travel,196.01055339214852,0
90,C5484,6,F,28007,M5484,28007,es_leisure,314.07712697052654,0
0,C5485,3,E,28007,M5485,28007,es_barsandrestaurants,311.1548715411605,0
2,C5486,0,U,28007,M5486,28007,es_hotelservices,76.64084228931046,0
162,C5487,0,F,28007,M5487,28007,es_transportation,420.74436085231576,0
77,C5488,5,F,28007,M5488,28007,es_hyper,416.7924614985697,0
113,C5489,1,F,28007,M5489,28007,es_fashion,61.63994489193886,0
55,C5490,1,E,28007,M5490,28007,es_hotelservices,180.46090815482978,0
165,C5491,3,F,28007,M5491,28007,es_sportsandtoys,66.92410673025651,0
135,C5492,3,E,28007,M5492,28007,es_home,42.498078943326355,0
16,C5493,4,E,28007,M5493,28007,es_fashion,38.79920789403085,0
96,C5494,3,M,28007,M5494,28007,es_otherservices,309.6675931536884,0
137,C5495,0,F,28007,M5495,28007,es_health,226.12579908156138,0
144,C5496,4,F,28007,M5496,28007,es_fashion,377.1375392010639,0
108,C5497,0,M,28007,M5497,28007,es_leisure,405.8246672516084,0
47,C5498,5,E,28007,M5498,28007,es_barsandrestaurants,98.64238497704925,0
75,C5499,2,M,28007,M5499,28007,es_otherservices,483.63243386394254,0
152,C5500,2,U,28007,M5500,28007,es_wellnessandbeauty,464.12291924597116,0
63,C5501,4,F,28007,M5501,28007,es_tech,244.117999816424,0
158,C5502,6,M,28007,M5502,28007,es_barsandrestaurants,297.42343909530575,0
108,C5503,2,U,28007,M5503,28007,es_fashion,447.9375879430312,0
44,C5504,4,E,28007,M5504,28007,es_tech,452.9319958615437,0
106,C5505,5,F,28007,M5505,28007,es_home,298.46219240777526,0
65,C5506,6,F,28007,M5506,28007,es_wellnessandbeauty,493.46557934191077,0
69,C5507,2,E,28007,M5507,28007,es_hotelservices,393.0709606381454,0
179,C5508,4,F,28007,M5508,28007,es_otherservices,174.54726048507146,0
157,C5509,2,F,28007,M5509,28007,es_wellnessandbeauty,465.1051257954504,0
111,C5510,4,F,28007,M5510,28007,es_travel,348.7022678745646,0
1,C5511,4,E,28007,M5511,28007,es_sportsandtoys,365.5772652261267,0
46,C5512,1,E,28007,M5512,28007,es_barsandrestaurants,61.83951649382769,0
159,C5513,6,U,28007,M5513,28007,es_food,402.1991263339885,0
177,C5514,3,E,28007,M5514,28007,es_home,442.3812221014398,0
60,C5515,3,E,28007,M5515,28007,es_barsandrestaurants,462.890602752129,0
27,C5516,0,U,28007,M5516,28007,es_transportation,151.0566495534561,0
63,C5517,3,M,28007,M5517,28007,es_leisure,407.098010014446,0
18,C5518,0,M,28007,M5518,28007,es_otherservices,431.7091379751101,0
137,C5519,0,U,28007,M5519,28007,es_sportsandtoys,233.6190842648076,0
33,C5520,1,F,28007,M5520,28007,es_leisure,37.32684541341208,0
108,C5521,4,U,28007,M5521,28007,es_travel,123.90323614334669,0
100,C5522,2,E,28007,M5522,28007,es_sportsandtoys,191.92409061147697,0
30,C5523,4,E,28007,M5523,28007,es_wellnessandbeauty,470.3335671703051,0
94,C5524,0,E,28007,M5524,28007,es_health,239.29539843772778,0
103,C5525,4,F,28007,M5525,28007,es_fashion,73.79207080950495,0
2,C5526,2,E,28007,M5526,28007,es_hotelservices,150.73262163584556,0
96,C5527,3,F,28007,M5527,28007,es_travel,337.6713596089526,0
45,C5528,2,M,28007,M5528,28007,es_otherservices,240.09500623004493,0
0,C5529,3,F,28007,M5529,28007,es_food,413.4135282155102,0
75,C5530,5,E,28007,M5530,28007,es_health,95.89177703249192,0
140,C5531,4,M,28007,M5531,28007,es_transportation,127.10030303162573,0
176,C5532,3,M,28007,M5532,28007,es_leisure,191.24509497827475,0
39,C5533,1,F,28007,M5533,28007,es_food,209.46095755524647,0
56,C5534,3,U,28007,M5534,28007,es_food,437.1140254563629,0
20,C5535,5,E,28007,M5535,28007,es_transportation,26.577365308433965,0
104,C5536,2,U,28007,M5536,28007,es_wellnessandbeauty,42.34840925383943,0
124,C5537,5,E,28007,M5537,28007,es_travel,97.64629901581917,0
45,C5538,2,M,28007,M5538,28007,es_hotelservices,108.43908754844584,0
90,C5539,4,U,28007,M5539,28007,es_otherservices,50.32726462602943,0
139,C5540,3,M,28007,M5540,28007,es_otherservices,181.75534393280563,0
6,C5541,1,E,28007,M5541,28007,es_home,196.29219653223723,0
8,C5542,4,E,28007,M5542,28007,es_tech,89.46163532025075,0
85,C5543,6,E,28007,M5543,28007,es_otherservices,73.29828335100369,0
7,C5544,5,F,28007,M5544,28007,es_sportsandtoys,101.5490601525214,0
27,C5545,0,U,28007,M5545,28007,es_sportsandtoys,406.06874107313973,1
98,C5546,2,F,28007,M5546,28007,es_sportsandtoys,243.46886129186095,0
124,C5547,3,E,28007,M5547,28007,es_wellnessandbeauty,71.53268354329262,0
165,C5548,2,M,28007,M5548,28007,es_transportation,466.0209150897209,0
112,C5549,6,F,28007,M5549,28007,es_transportation,211.0864379743724,0
94,C5550,5,M,28007,M5550,28007,es_wellnessandbeauty,286.21921267020156,0
146,C5551,6,E,28007,M5551,28007,es_barsandrestaurants,187.52742929062723,0
158,C5552,4,F,28007,M5552,28007,es_sportsandtoys,461.85861485012214,0
128,C5553,0,F,28007,M5553,28007,es_transportation,472.60162366377324,0
149,C5554,0,U,28007,M5554,28007,es_home,443.88568743800147,0
93,C5555,6,U,28007,M5555,28007,es_sportsandtoys,413.3547542490319,0
55,C5556,1,U,28007,M5556,28007,es_leisure,408.52100943363536,0
159,C5557,5,E,28007,M5557,28007,es_fashion,485.4399386472925,0
103,C5558,4,M,28007,M5558,28007,es_barsandrestaurants,195.0834450301421,0
41,C5559,1,U,28007,M5559,28007,es_leisure,322.51364228535834,0
121,C5560,1,U,28007,M5560,28007,es_home,36.668246779367365,0
74,C5561,3,M,28007,M5561,28007,es_fashion,393.5340108105946,0
6,C5562,0,U,28007,M5562,28007,es_fashion,122.72125585175098,0
148,C5563,1,E,28007,M5563,28007,es_hyper,170.6699967460592,0
42,C5564,4,F,28007,M5564,28007,es_hyper,373.534732632024,0
170,C5565,2,E,28007,M5565,28007,es_fashion,452.21188686787866,0
163,C5566,0,E,28007,M5566,28007,es_leisure,202.46947840904096,0
115,C5567,3,U,28007,M5567,28007,es_travel,54.31344340828864,0
66,C5568,4,U,28007,M5568,28007,es_health,29.458675314795123,0
99,C5569,5,M,28007,M5569,28007,es_hyper,232.9707287185847,0
164,C5570,0,U,28007,M5570,28007,es_travel,23.94172627757374,0
55,C5571,0,E,28007,M5571,28007,es_health,202.133702489461,0
13,C5572,5,U,28007,M5572,28007,es_transportation,451.6024650215313,0
15,C5573,6,F,28007,M5573,28007,es_travel,327.7314020224901,0
121,C5574,0,E,28007,M5574,28007,es_fashion,244.69262578353312,0
91,C5575,1,E,28007,M5575,28007,es_food,328.0820024472472,0
58,C5576,1,M,28007,M5576,28007,es_home,496.60785688488386,0
147,C5577,0,U,28007,M5577,28007,es_home,20.683210141084484,0
71,C5578,2,M,28007,M5578,28007,es_health,228.13882652196904,0
160,C5579,4,U,28007,M5579,28007,es_contents,36.87089845638242,0
161,C5580,0,F,28007,M5580,28007,es_hyper,295.42693606051483,0
37,C5581,2,E,28007,M5581,28007,es_hotelservices,209.3279477798268,0
53,C5582,2,U,28007,M5582,28007,es_contents,90.29378261436366,0
76,C5583,6,E,28007,M5583,28007,es_fashion,103.45800934093464,0
80,C5584,0,E,28007,M5584,28007,es_tech,425.6357666577153,0
71,C5585,0,F,28007,M5585,28007,es_sportsandtoys,92.861050804379,0
93,C5586,6,M,28007,M5586,28007,es_transportation,388.51576923022003,0
26,C5587,5,F,28007,M5587,28007,es_travel,19.75170598599707,0
34,C5588,6,U,28007,M5588,28007,es_contents,468.9282520030183,0
27,C5589,1,M,28007,M5589,28007,es_tech,183.8864319394859,0
160,C5590,0,E,28007,M5590,28007,es_travel,350.1874665717896,0
61,C5591,3,U,28007,M5591,28007,es_fashion,63.10026693660009,0
163,C5592,1,U,28007,M5592,28007,es_otherservices,278.28040442009586,0
15,C5593,3,F,28007,M5593,28007,es_sportsandtoys,335.86183824074055,0
101,C5594,5,F,28007,M5594,28007,es_food,329.1522364185887,0
69,C5595,1,U,28007,M5595,28007,es_hyper,342.4605327710116,0
125,C5596,1,U,28007,M5596,28007,es_contents,129.5627513912917,0
108,C5597,6,M,28007,M5597,28007,es_leisure,60.52353290685913,0
120,C5598,6,U,28007,M5598,28007,es_wellnessandbeauty,136.24008746635013,0
169,C5599,5,F,28007,M5599,28007,es_health,89.7194639832426,0
138,C5600,0,M,28007,M5600,28007,es_food,276.6736338723139,0
2,C5601,0,M,28007,M5601,28007,es_transportation,437.27474958289645,0
175,C5602,6,M,28007,M5602,28007,es_transportation,252.4921439554035,0
65,C5603,6,U,28007,M5603,28007,es_wellnessandbeauty,96.60597347722289,0
162,C5604,0,F,28007,M5604,28007,es_leisure,421.0454091387792,0
113,C5605,4,M,28007,M5605,28007,es_wellnessandbeauty,179.41594519221303,0
85,C5606,2,U,28007,M5606,28007,es_travel,375.08471694475907,0
159,C5607,6,M,28007,M5607,28007,es_otherservices,411.26778953039485,0
132,C5608,3,F,28007,M5608,28007,es_travel,61.427100522465864,0
31,C5609,3,M,28007,M5609,28007,es_hyper,397.39325310504637,0
172,C5610,2,F,28007,M5610,28007,es_home,239.54744138754197,0
49,C5611,1,M,28007,M5611,28007,es_sportsandtoys,20.349035268494298,0
169,C5612,2,U,28007,M5612,28007,es_barsandrestaurants,389.94382093717553,0
47,C5613,6,E,28007,M5613,28007,es_contents,237.2479561663251,0
72,C5614,5,M,28007,M5614,28007,es_contents,494.1290070440581,0
128,C5615,2,E,28007,M5615,28007,es_contents,166.67728941431332,0
83,C5616,5,F,28007,M5616,28007,es_hotelservices,3.1882153685838244,0
76,C5617,6,M,28007,M5617,28007,es_tech,438.62300494743266,0
122,C5618,5,U,28007,M5618,28007,es_leisure,247.8154945467957,0
58,C5619,0,U,28007,M5619,28007,es_transportation,262.4759950916616,0
143,C5620,6,U,28007,M5620,28007,es_transportation,392.24687124911884,0
11,C5621,0,U,28007,M5621,28007,es_food,150.18183914251736,0
53,C5622,4,M,28007,M5622,28007,es_travel,364.4651377114605,0
98,C5623,3,F,28007,M5623,28007,es_transportation,440.58672904286567,0
56,C5624,3,E,28007,M5624,28007,es_hotelservices,213.15065144087208,0
125,C5625,3,F,28007,M5625,28007,es_hyper,366.8848791982245,0
73,C5626,3,F,28007,M5626,28007,es_health,254.2048261825567,0
12,C5627,0,U,28007,M5627,28007,es_food,411.47338043124347,0
92,C5628,1,E,28007,M5628,28007,es_tech,123.8944519664661,0
76,C5629,6,E,28007,M5629,28007,es_barsandrestaurants,328.3702613867551,0
117,C5630,2,E,28007,M5630,28007,es_fashion,481.94492039381925,0
77,C5631,6,E,28007,M5631,28007,es_travel,43.53109548945417,0
126,C5632,5,E,28007,M5632,28007,es_fashion,274.5247513993316,0
78,C5633,5,M,28007,M5633,28007,es_health,352.94420753950175,0
42,C5634,3,U,28007,M5634,28007,es_transportation,21.71679938417276,0
10,C5635,6,E,28007,M5635,28007,es_transportation,334.68828694889606,0
144,C5636,4,F,28007,M5636,28007,es_otherservices,182.423890847587,0
64,C5637,5,U,28007,M5637,28007,es_tech,462.2364659222616,0
160,C5638,1,U,28007,M5638,28007,es_barsandrestaurants,155.5187851640818,0
19,C5639,3,U,28007,M5639,28007,es_tech,296.1088836288347,0
78,C5640,6,F,28007,M5640,28007,es_tech,236.6476643628218,0
157,C5641,4,U,28007,M5641,28007,es_transportation,499.3443364767553,0
117,C5642,0,F,28007,M5642,28007,es_contents,182.19295260586077,0
5,C5643,2,M,28007,M5643,28007,es_otherservices,57.897116186158726,0
72,C5644,6,U,28007,M5644,28007,es_otherservices,444.4095180560821,0
35,C5645,4,E,28007,M5645,28007,es_hotelservices,305.26593482721154,0
62,C5646,2,U,28007,M5646,28007,es_barsandrestaurants,10.683632515103403,0
151,C5647,5,F,28007,M5647,28007,es_otherservices,126.26836642784606,0
110,C5648,1,E,28007,M5648,28007,es_otherservices,252.1700406579856,0
